id,productId,sku,size,color,stock,price
f49b6c7f-1859-49eb-ae36-7fcd89943378,fd0825ef-759e-4376-a9e2-528079b933d5,27a7caa1-0931-4a26-a9dc-3581d59c2f74,S,White,111,
9e16a8e0-d43b-4884-9bbf-e09ef9b696d6,5a0d87d5-640b-43b6-b5f7-990c7e17f4e6,6a406f09-6ed9-4057-80c2-b90a23c50242,,Green,106,
0b52e799-177a-4336-b956-efe8fa8f23a0,698bb9b0-14ca-4929-ad20-94e9fa1ae8b9,b08e6f5a-2ee1-4374-945b-a2a833cba924,,Black,76,
5aaf174f-0a76-403a-b3c0-6dffe99b13c9,1a58c585-22b3-4f62-a27a-a211aa81cfb8,0be6251c-6ea7-47ef-ad48-a4016bd3d2e2,,Blue,68,
bdfa8e9f-9331-43ce-9d64-61e229f56cee,66f4483f-4482-4838-b680-507476c3ae6a,7a6bea2b-0e83-4aca-a988-7bcda40f5aed,,Blue,161,
0b2601db-f7ee-4152-9117-82f4b3f88955,2fea9f87-df78-4758-b702-c9a954d733b4,066da826-ba2a-402d-8207-7ad0744b2a61,,Black,103,
f9b2820c-40a1-4769-83c1-37bdfae45c99,95e03157-6983-49a3-a50f-7ab6cb493a16,a0f0eac5-eea1-430c-a593-b7e47eda9877,,White,107,
37813597-40f6-466a-9ca1-1b681671c985,00943c49-271b-4a8a-a940-b5b913a7a4d2,fda0fa0e-5ce6-4392-aeb3-fa2ddcc68bd4,,Green,160,
c8180d81-ab58-47a5-b62b-dee2362b147a,9a712dc3-a9ec-4ab6-b011-7276ec2c49c2,71f70709-1d69-4277-9751-bbe0a3c33aab,,Green,62,
0bf9f23c-b443-467c-90a0-6fa16d0fa658,d47c6c4b-1105-4c3d-9b86-c66c41b000f8,5c0b927c-2420-45c4-aee8-fdba8c8221cb,,Red,59,
db465b3b-77f2-4707-b61a-f5f13cbe281f,5ee8ec4a-85d7-4ecf-843f-32d240ee53fc,2e1fe8c0-ef95-4634-ae61-91f63bca713e,,Black,194,
ddc0e2b8-e408-47b9-bb1a-96d00fbd886b,d39a64f4-bcdf-46ca-b36f-102400596313,f25cb06e-e714-4b3a-9d22-a2b37f1be96c,,Red,34,
c3e37844-7894-42ba-9f15-6b3aca70d66b,20f80577-fd4e-4d55-bcdc-0f9c9d339eae,acfe8a43-f92c-4469-99bc-47870856f16c,,Black,123,
9cf97cca-0ea5-4aeb-b239-6676eb8aa407,eae874c0-8178-4ca9-9289-ae6c2dc8256a,4a0ffb6e-8dbb-4055-828f-3047a5d0609c,,White,108,
2c4aba23-cf91-435d-8953-ef44f1097dd5,f1ff591f-7ddb-499d-b5bd-4787c71aab4f,837bdd31-4dfb-4bcb-885b-3fbb30f51c6a,,White,111,
36448613-605d-4b93-a5d3-5ef29922209f,b2e82e4b-f987-411e-8153-3783f3360725,2359eb4d-2398-41be-b9b3-8e63585d1088,,Green,51,
ccf72e42-613a-450c-824a-5dcc829d743b,35507b39-9717-4c15-9f6c-b4d9957b0312,42ff5d8f-7b77-4c50-87d9-b6082a7f7190,,Red,116,
2f499b55-c45d-46f1-a51e-b48a23921a88,0a9dee5f-dbe0-4bbe-bde8-911080efa65e,73f58b38-77a1-464c-9040-c0545e084442,,White,198,
57194cda-5324-44a3-b5a3-64a011c2aee5,e54b6e57-24fd-46a2-b162-dd3c9e05f69d,8639046d-ae71-45c9-b59d-8061206b9b6a,,Green,158,
984ace7a-e291-4c9b-8a8e-2d2ded4e1d24,a86a73c3-24c9-4cfa-ad5f-dbd24d1944e4,5f350a93-351d-45d0-b03b-12a3c616cc74,,White,131,
a755edde-4dd5-4cb9-8fb2-0648a1088a13,45bc3ab1-ee5c-4fb2-87eb-06cb36db0f54,bfde3d73-a1ac-442a-8093-0a329e8d8089,,Red,75,
ab508650-43e1-454b-a19c-22bcbcfec332,4204352c-84da-4948-832c-bfc89c1a0b04,70c78e12-7c4b-4340-ad4f-3d10207ca8c1,,Green,58,
c12e4b71-135c-4703-aed7-3f5eef4d287c,f1c66e65-4ce3-4508-8b68-1de568406603,3b41872d-dafd-458c-b936-f90722aeedee,S,Red,35,
e5c1063d-fa0a-42f7-b758-8cabd1837163,975551b7-f58a-46cd-94c2-cade240ffcee,b290cad5-374e-4922-afea-0aeab6851012,,Black,171,
2aef055e-10e1-4dc8-b936-edc1248a5758,520bb482-a82a-44c6-b639-ec6dd8e5c8a1,ea3e9de6-cef2-49b6-addf-c72efcb910e6,,Black,17,
a910983e-bdda-4915-bd6a-9d05ef1bb506,dd54c4be-7853-4b2d-a4f2-f03f09375037,06d768ee-185b-49b4-9218-1495f67172cf,,White,103,
88c377f5-4b2d-48eb-8c80-75c3a8171ae7,eb8ec85a-31f8-423c-9380-9b46af4cc1ac,4ad91cb4-62ce-46e5-98db-76ccac7dc80e,,Green,141,
caaf0fe3-421e-49d9-a006-aede18cefb11,b07a7fc6-ba6d-479f-8dab-06f6ecbee5c0,76e7589c-fc98-417f-8e17-0d7adb3ecb94,,Black,160,
c07d6aef-b48a-412e-be5c-fa42445974fe,345fa3a7-bc2d-4975-8251-5886c1014822,0e9cda1b-1a56-4689-bb13-267edd6aeb7c,,Red,103,
501c7126-f743-4a9b-b694-515bfba7c037,eeec83f8-4e5f-405f-a991-b76a407bfd69,15e2259a-996a-4b36-af12-d9775171c2e1,,Red,54,
bca71a29-a853-4f73-b2dc-965e6055c746,aad52f52-1753-4a49-8f30-f0092c001fd6,18148637-8feb-4129-8188-5e7d901627d6,,White,165,
a5a8e64d-fd52-486d-a565-116fb17b05a2,16c3f099-9d15-4bbb-a674-dbc1b99a539c,653a1e09-951a-4bcc-b272-e048aed8dc15,,Red,67,
2f95b2ac-04f2-4290-b8b5-60005c4601a1,46c745a6-7ffa-4ab9-8b25-a422b8471eb4,2714fba6-d524-4c1c-a13d-eb077f23ffa1,,White,157,
9bb6c04f-be4a-4c42-8291-0226b0c82f62,27a06506-ae52-4680-9d53-820396678d6a,fcdc1b28-6bcd-465e-a08b-b7d2f5205305,,Black,152,
de01375d-2bd2-402f-b2ed-dad4d789199d,afcb9500-de56-4be0-a2e5-2a9cd72a47a2,7bfbbab8-5247-4551-916e-0b8b64c49717,,White,82,
28f23ead-ed12-4feb-9636-0777eb328182,087f7b8a-fc42-4e81-b1ba-27862251af37,2b773ce6-11dd-4253-be4d-57d48a917b0b,,Black,113,
a9bb8177-95fe-4c69-937b-860308b4bbc7,e112a0e7-ae41-497a-b6de-43742ac4ce58,a04d1a63-9540-4cdb-bbcb-9b7059ba24d9,,Red,57,
4cab4f2e-2fd3-4fcf-a479-06819c075afb,e0759a7c-8d03-4e14-8c8d-949eb4d10e77,162ff0e3-8550-4bb3-bcff-d707656d549c,,Black,109,
6bfc4954-1150-4d81-8a09-5eeef09a779c,7413d790-9b35-402b-a00a-8d523d39edbb,3c1523d0-043a-40b6-b1ce-3ed3349ff819,,Green,28,
a25b830c-fbe1-4e75-8026-fdf153a905bd,46cf004e-e0b6-4e4c-96a5-6338556a8752,6c3a111f-59f7-4044-a1b3-d3a065e70430,L,Red,33,
fb6d977b-8e59-42f5-bb61-daf7c3258b02,2666a4a6-dce5-4f93-9340-bbde3208f6a6,e10e683c-d477-4adf-8b4a-e097912e7acd,,Green,29,
12fd588e-17ff-4b8d-a866-9934a6861df8,464be5e0-3c7f-4c2b-a86a-31b3d65f9710,55c5d37a-96c1-4379-aa2a-f92d1d75a888,,Blue,128,
a0fad330-fd48-4734-8c27-0c17efc1525b,2dc5c41f-8a8f-4b07-af88-075f7cf962d7,46a94100-2e77-4c80-893e-0530eb14ecea,,Green,116,
eb6cc66f-3a64-4979-a57f-f2dd893bb05c,45e6367f-29e4-48b0-a1db-58c23195d4e1,8f49144f-163f-4dd1-8fe1-73cf70fd1f9a,,Green,138,
b95ffad6-1b8b-4812-bb9f-b413eddb7de1,92439595-be95-4f8a-82b1-6c6d14f0ea13,fc33ba17-ee76-4a7b-b11f-24738092007c,,Green,36,
5901502d-429e-4c41-914b-dc73b783f787,c9322720-0c92-414f-b422-39e87766976a,06e84165-2c2d-4126-a823-0e32361ef95e,,Red,65,
4230174e-e38a-4f36-93bb-49e047a5693d,7b431acc-d2a2-45b3-9ffc-0bcc1e393a7f,dfaf6366-7175-4bfa-a7aa-0b219188c9c8,,Red,103,
e0c71a05-519d-4c12-a76f-448ffc1cb9d3,e35d920b-6d0f-4fff-a3ca-8adc95fac1a4,5720e744-3a45-4066-aafd-537934a9f6bf,,Black,108,
76b6ed8f-ad78-4e41-8256-3c4955941344,157b8932-f28d-44ac-91c9-cdc39525cbec,b2a986cd-8c44-4467-9f39-841a869d9c12,,Red,33,
ebda6ffc-b8fc-4e43-9c0b-b3ecb89c40f8,800c9fca-ddff-4634-bcb8-4fb3a60b60ac,7311f91e-85ec-4c15-ae17-0c6ccc6b1e9d,,Red,140,
7ebb3b48-2fa3-4636-9c71-a698215cf2ab,b5e7d94f-3d7b-414b-b770-b47ae94189b5,82612ed1-3e12-450e-b9c9-0e583af4e4d2,,Black,47,
81a8396d-6ee7-4a59-aeb2-2337497919a6,32d19478-689d-4df2-803d-c4f831c4ff59,493d60ba-44b3-4707-869f-b864f533d430,,White,174,
4be59bae-064c-4bec-826e-c96ab2c9d6a9,1046b91f-52f8-4f60-ba04-d50d9111e11e,a934f102-739f-4248-b8e9-86aaaed00825,,White,122,
f0ee770e-8e3b-470e-aba0-40d2f1d643c2,114cc0c6-7381-4faf-9103-fd1efd8cee6c,f200f826-4fea-4099-b3ee-dbed1b12512f,,Green,43,
5eeda2b8-169c-4573-a595-c3bee605b184,50180dac-2089-4ddd-afe1-d72e1485c762,c41185a8-ff83-4c3b-9479-40d9d35d09ce,,Black,113,
279c2203-7292-4fbb-8cf8-f44891441846,e88f757a-0979-4f66-a7d2-6a644f155c62,9a8b925e-eb58-4284-9f4d-c21d28061e7e,,Blue,19,
49c05dbc-ef8f-4d2c-b5be-2c5f9d057c8f,e53779f4-b662-46c3-9b20-df936e09f29f,535fc10c-4720-4169-8f5f-c16d72df1c74,,Red,7,
80d19c5b-2dce-47d3-a8a0-fbc9c3bd600e,9bbed28e-8963-4bfb-a729-e2625c16e191,9f79cd14-867f-485e-bf17-45fe1f7c0177,XL,Blue,81,
15a5dd8f-5d97-4ee9-9a38-ff2591136343,f61c3a93-f4ea-4459-80c4-96fef990e29b,16d0a59b-4587-4230-bb70-df5322ae7b02,,Green,81,
4234721c-5fb1-4303-9fc0-37e8a8e6999d,c546e747-d15e-439e-a9a7-d7a52557c01f,cfd5ad50-4b05-476b-b5e8-b68470008d66,,Green,32,
02d7b992-f1fc-4a88-b765-a595642d8241,609815c4-30d9-436e-9f83-f0584f7746b6,965b2a63-dd9a-49f1-9c59-182d9956b615,,Blue,47,
61e106db-d0de-43c7-88cb-befafa196f45,5ac1c9ec-b0ac-49df-bf28-fdb8d60600ed,9c22df22-0d49-468a-902f-eb5c999549cd,,Green,7,
22549d4a-d0e1-4df1-b490-87a9d009ad62,5a0bced5-14c5-4b16-8a9b-28a51dfb45c3,9d6a88ed-b3ae-49fa-a929-4e28288c0b8d,,Black,167,
328e4a9b-959b-4a03-afab-211794fad351,4209894f-0cd5-454e-b96f-cc8f11d8aac9,60903109-d208-4e05-80dc-35ea99063d88,,Blue,25,
3010377e-ff81-49b5-9072-932712bdabc4,72866b00-efbb-4d1b-b05d-b57c386397aa,0e07d00d-b6b1-4fd3-9b75-4761d5190e1b,,Black,84,
099c2be8-a55f-4481-8a79-bb81a6f79a9f,82afbe3e-3818-487c-bbfa-d297bb3b2590,91472a0a-0bd1-4767-b3a6-efbf2bda0f63,,Black,147,
f4d55996-c77c-4a03-95e7-08ad380f8a34,bf0c0b89-9afc-49ab-8d6e-bcc699233379,67a299f5-b8fb-416a-9aef-e8120cd921a6,,White,177,
549cefb4-9860-4e18-9165-1daa0dab640d,371eac23-0f25-43df-9b1f-000828134a14,fe39c57f-9b5c-4707-8b11-a803df3d617d,,Green,84,
6a800f33-c65d-4b09-aebc-67ef70b47578,5ab6928c-6648-435a-9126-435630304f55,4e29f6d5-9e74-4b06-b939-193cc90adfc1,,White,2,
29874687-7995-44c2-b211-471d32059600,76676b51-be84-4c46-9f8c-1281d5485a9b,ff28e2b7-df96-472c-8956-559289f41478,XL,Green,155,
308a3547-4187-458e-8868-3df5f39bb3d9,4d5d5322-3842-4040-abaf-5e6521d8cbf0,bc3b7a09-e6f5-4458-ad85-b9e1307a6312,,White,192,
6049401f-ba02-4513-ad31-df49121e8ffd,bffb99a0-def6-44b6-a674-f3c9f23e5ba3,d7fa8372-0cdc-4487-b0e3-e4f00269fc73,,Red,185,
a08d90f7-7cf9-4915-998c-5d48621813bf,ac526a67-b454-4de3-b20d-9c2d5db7f995,c3461d9b-fa96-41ae-88ad-1cfdffb61e0e,,Red,156,
20fe47ec-3e23-4947-8055-81e4099f33eb,9732e0d1-d1a6-4ff9-b9b3-0062f61223af,94474aa4-4def-468d-a5ad-87819e84779b,,Black,82,
b784392e-33f6-42dc-ad3d-a36bcac89a8d,7ef803ff-fdaf-4ca3-bb27-d0c0a8c05578,3d645802-cac0-4dbd-addb-5907548d7d9a,XL,White,160,
e36b1638-2e5f-4e00-b002-4260bbd5319c,03dfc515-bbac-417d-863d-ee14cf0aa11d,afc2eef7-ac1c-471a-820b-6bd8b68d5a94,,Black,109,
31c3597a-7ce7-4017-b2ef-61485fd9a7cc,73485c58-e069-44a7-95f2-ddbc9c87e994,a296a071-dfd3-42f5-ade1-b07f6366bdc7,,Green,86,
e8727c3c-813c-4eb9-a67f-43d699df5dd4,a579db85-44df-4313-9e52-ae4d9e2c9455,384ece4b-9a5a-4d22-b971-a4843e0ed1ec,,Black,17,
65a6a4f8-b5db-4c02-a28c-b814600e35a9,3c434342-21d6-4828-9aa9-06636310f855,fd53cb8e-3505-48f8-bdc0-4b16e0023199,,Red,171,
672c4582-ec94-4606-b4f3-22e75db33fc4,1357fa5b-0645-4e70-ba3d-ccc00d7760b6,5ec488a0-a403-4481-bb04-5fa1530b8719,,Black,73,
207a8cd4-27ff-4aeb-8a08-53675185c7c5,b5f03ca5-6166-4983-b053-5b2d4bab0e77,1b4437ff-12ff-4f7a-bfb3-204d34788af4,L,Green,90,
4d0cd76b-5992-4b08-a556-68b0b5b4fdd9,0eb9eb72-1afa-4b25-a6b0-85a40f2cd75a,1ecf7f82-afdc-4f04-97a8-2fcb58be9705,,Green,107,
8bcc0275-bcd9-4804-bd33-fbee3660713c,42c24c1d-ef2d-420a-9fbf-5a76b312c760,467c7357-29ba-45ec-970a-8de428cc076c,,Green,164,
d681eaf6-9d2a-42bf-ab98-8b93afce953f,a60fb20f-7062-47e0-aadb-161ac22f512c,35f9d8f2-a4a0-4d70-adb7-56d06e2566cd,,White,24,
54aa4fc2-4ebe-40c6-8426-4e7fc6376183,a7e1ccd9-b750-4703-9492-3d55f5cb6e10,7a1cb925-dab9-4303-ab95-838c48be3c24,,Red,169,
f62064fe-bcb0-4fd1-ab08-0af3b4b20bf3,b4c23fb0-8832-48b3-addd-ee40ec46ff33,c5e9006c-899a-4bfe-92c6-e2646068525c,,Black,22,
ced41916-f2ee-48b9-b5e6-99ecf108f0e5,d9297485-595b-4726-9ebb-120bd0ecd0da,d89bf065-4756-4f71-b941-c0666a943541,,Red,75,
c1991e50-e942-4f00-be18-452746e21271,eeab089c-9f01-4593-908b-fb879b04bf6e,6a97b1ed-e3d9-475b-8312-ac4e2c263cc1,,Blue,199,
0db4820a-805a-4ee9-b345-b2bba8971d91,288a567f-c603-471d-b673-584b8d8d5ee7,34aaff68-6b66-4f54-ac4a-b9cbae7372fd,XL,White,149,
fc5a19a0-7f0d-46f4-bcd8-0530c5229059,bab17d21-13c9-43be-b2e7-22c50cbf9564,496b3710-ef02-4460-b55e-ed0cda8f6fc1,,Black,179,
979d0be0-8b4b-4268-ba6f-f0ab57e20bc5,88fd2c51-5ee5-420f-899c-91dad48657d6,1e6721e0-d379-4880-86da-1aad29bd7b3a,,Blue,4,
97648fdc-9dfb-4b3e-8dc0-f10d9287bdba,fd206e46-ffcf-4c56-89d7-b069ebc43222,61007c61-e7dc-42ca-8dc3-f82c24e61b87,,Blue,28,
4fc582ba-0afc-41c3-beb1-dcd7266c511d,0a568c10-b6ac-4b66-a10a-034b277db8a5,35e13361-843a-4c89-bf1b-668edff522e9,,Black,154,
7c5c2da4-bed0-4552-8981-1734fe31542c,dccda600-beb6-4680-a92d-786a133ac30d,caf89955-58e1-45ac-8e6f-7414ee0eef0b,L,White,92,
86be4786-7b39-4daa-a6a4-df3136ee40d8,17b5b7a7-a5ea-4f0a-931b-71e706f6b6b6,7c19a2ac-de04-459d-aea9-093f6fc47a04,,Red,5,
a4f1f4d4-efdf-430f-b089-42d24d31a019,37a7b5e9-9401-4dac-be16-991592f7feca,05396a07-cac3-4ef3-bbc6-dcbb65816707,L,Red,88,
c31dc40d-ba47-4631-ae91-e472c79b2e1d,75c9d305-b18e-45fe-8268-e261f5336158,4372b7c9-c57e-4fc2-b498-bfbb59d9d734,,Black,45,
2e4587b5-65d7-495c-9560-01d5046b83f0,5e981192-3c4a-4917-ad31-42afa60a0ed2,21bd9fcf-f7da-4b7a-a2e1-b85c3151e662,,Red,76,
2c0cce6f-78ba-4796-be19-6bb7dc4601be,a010eade-9842-4c39-bc44-b2134211b493,a21b5a94-d7bf-4036-8c52-cf0292134511,,Red,86,
279c5d31-58f1-4527-85eb-ebd8a815aac3,55759751-2943-4672-a92f-9ec383799c00,928a0697-2a81-4b13-8642-2a86aa7b21f1,,Red,14,
935ddc28-373d-43ff-a088-7f16a66a5ffe,81aa24b9-62e1-4b34-99b6-c9ed4b77f9c0,b6bdb180-1b78-43e0-aa27-fd4e744358ae,,Black,105,
a115ba3e-04dd-491b-b592-cda021c6f8bf,2903bec2-c873-4569-880e-ace6aa893300,e06d3dc3-47e8-48b2-8cb1-ad1fdc322548,,Red,58,
6f83b480-ecd2-4d88-827e-b2103d9dfa59,0060db38-4fa7-4234-a724-05aecf4d76ec,25653c65-f842-43c1-a475-b5f02a80bbc9,,Green,2,
a6965682-ac74-4da2-bc29-4b81e62e8a18,50ee4b15-604c-4fba-b3b4-2c3fc282320c,6c42f1a8-3308-4a41-92e5-6b483393c8df,S,White,193,
a443ba7e-45fb-4dbc-b432-40fb172b9f29,bc884a16-b6b4-4178-9ef4-4d92ea5a1a3c,38ae9f02-5a00-48ba-b01f-0a859071f420,,Red,199,
ee4c6ad2-6ea2-406a-bafc-d25b9b39a038,66a2c372-0c26-4ff7-87dc-85d9c74d9d4b,624dd48e-e135-4ff4-9d81-f6d135274e35,,Blue,30,
d0e563e7-a062-415f-8219-1d9931fcecf1,ab0bee58-7426-4e34-8da9-2ba86e1691bc,3d29236e-4692-4bd2-953a-862cf99e29cd,,Red,160,
8a9db4de-8fa9-47e6-88a7-bcd803ea650c,aeec2ac6-157b-458e-96e1-9dc19826877c,ea209c5f-b8f8-4e16-bb25-b583bdcf65ab,,Blue,47,
50e19f29-2494-414d-9812-a92c97a38222,25784127-6814-4aa2-9e8b-d33409be061e,d7a0e1b3-0ecb-4c0d-ba8e-1d571653390a,,Black,151,
84accc98-e179-4c3b-8592-97b7b3aa2807,263affe6-90ee-4e9d-9062-00e5cb5bf029,8770cd8d-91df-4072-a39f-a4701ec613d8,M,White,116,
3f4b5184-7e9d-4038-927e-23701dfadfdc,fb981ec7-eda0-4ba7-9970-f652cc6460f7,9a765369-273a-4552-b0e1-0168efc6f587,,Blue,67,
9d0f1335-3fad-425d-85eb-07867ee177b2,194ce51e-a574-4ce2-91e7-7b07d994b9b3,2e9fb01b-2bb9-4b1c-9bac-d610c35756a1,,Green,86,
4c730fcb-7a34-4b0f-9e0e-3202214c49eb,199d7d14-0053-4311-a835-27e51cb75649,33612f70-b5e0-4c97-b6d6-e182bbf5beb7,,Blue,106,
10e149fc-0348-494b-81bc-1505cca06736,678147b5-e382-480b-83c0-e390f75a0171,c71c0837-f76f-4135-a65c-9ebba601548c,,Green,106,
beebe6ea-9a33-4cca-a17f-105b4d226ca8,a4ac63fc-ed15-4bf0-a139-a48cd0bb82a5,ebc29088-52cd-40d9-aace-90e5d5f922a7,,White,55,
7cc02357-8ea8-4ffa-8887-3d54415021b6,29d5f06d-0527-49c1-a761-3f684518e0ee,4eecee5d-10fd-48d0-8326-d809bc859a45,,White,195,
51358305-7e5c-4635-a7f4-38dfd14c6e5a,3ca7b1e0-3bc8-4d6a-8ca1-c92e8ef4f818,a6850f15-07c8-4b8f-b604-a83ce06af065,L,Blue,165,
0e6e60de-7e9a-4771-aabe-b57a5fd99cec,542742d3-e185-423c-936c-10bc8b3fb25e,2de667da-1fc4-4370-b2cf-f912d2b9804b,M,Green,159,
5838a2be-c776-4dec-9ead-1fef76ac167d,4f53b5a8-69e4-4611-8a4f-4a65710de1db,de508453-cea0-47c1-bbc6-9bb54eb008b8,,Black,40,
3a802b87-946e-4c1d-945a-7b3b8b0e8d3e,14217782-4928-41c6-9d7a-b55eb3ea4de2,d421917f-4ca3-44bc-aa1e-4e553bc71b13,,Blue,122,
d8846728-7ed8-445e-908e-21f47e372c54,cd52b61d-6635-4c05-b069-b39a55229945,d6118431-80cc-4eab-a9d1-f094128e0a85,,Red,79,
28518a57-6b50-4f94-bcc1-cae42336f5d7,d7726a2a-3467-4ece-9ed7-a777beeb9f19,7f9e23af-3b04-4f3e-88ad-75ed72037837,,Red,21,
e507b70e-af85-427e-acff-20a536bc872a,c7173086-e491-4428-932f-bf2475005a14,ec61e7bd-05a9-487d-86a3-59b63dba0426,,Black,138,
c9f46531-d3f7-4d1b-a5b1-ed67e616ed62,9b8ee665-8d39-4c15-a8a4-dd05406f3a4f,04bb4be3-7ae2-43be-aea6-5f1c5794214b,,Black,10,
7d0ef134-f9d0-4cb6-a63e-dc4e440c1be0,f64c0ffc-7158-4be7-853a-0c84cad081ed,6a0ddc65-92b4-43c9-9518-9ee9cfb121bb,,White,190,
08f99e79-31c9-405a-9c94-e5a9f5ffe29d,2866294a-308e-4f33-b312-bb8937ee0ba7,7fdc4ac2-f717-4f2c-b31a-3cb17a29397d,,Blue,187,
d93a6ed4-3d12-4965-8f59-2ae4df5197c3,5b8df8da-bacb-4653-8288-f536c0b444be,9cedd7d4-0d3c-4dd9-b33c-07d0c7a489be,,Red,166,
d74e376a-686a-45af-af18-941b8fcd745e,aecf5e98-01f3-4fbf-81cf-fbccbf9081f5,da4e08ff-f7e2-4b23-b52e-2a29f1c21579,,White,9,
a651236b-60d9-4ed7-a38b-ac86ddf74c0b,f62ac818-36d6-4f1a-a9dd-846b5046ff40,bd914601-d4d5-487e-822f-18abe25f9ef5,,Green,136,
f24cbd9e-ad3e-4e9d-9de5-7c4fa89e8c88,bbf6b6f2-9d08-4d58-a6db-3abed090f1cb,7d58db7b-6afa-4279-a355-674e9b23868b,,White,79,
69a4a524-1dc3-4a38-b182-fae0426d7754,5886affb-c157-4d67-9b8e-71273d373301,79ffb056-f01e-4915-ab43-e873d2c964e9,,Red,192,
d1536aeb-f6dd-45f0-95dc-2de377b9b782,92b97174-851a-4223-8ff2-48252d4c22c3,49b3852f-ca6a-4c71-a9cc-6008956836e1,,White,60,
