id,name,slug,description,categoryId,brandId,basePrice,createdAt,updatedAt
e50ea7b5-5076-4e11-bfc5-f18b5a60c046,Groceries Product 17,groceries-product-17,A great Groceries product from Nova.,a9f62412-ab4e-46a4-b908-215d900d4611,1cdf4477-f1db-4444-ac52-cb34c06bdf98,7500.2792779565225,2026-01-01,2026-01-01
fd0825ef-759e-4376-a9e2-528079b933d5,Clothing Product 18,clothing-product-18,A great Clothing product from Trendify.,0c4c8110-d542-431d-87fd-89c15fb61e5b,38fe5ff3-331d-49a1-afde-2111ae92f3a3,3482.291345503366,2026-01-01,2026-01-01
5a0d87d5-640b-43b6-b5f7-990c7e17f4e6,Toys and Games Product 19,toys-and-games-product-19,A great Toys and Games product from Everyday Essentials.,04a586fb-05d6-43e7-8899-82be5e81b1f7,2578be8c-af9e-4366-8e87-f6b6132a0d4d,7058.631744252915,2026-01-01,2026-01-01
698bb9b0-14ca-4929-ad20-94e9fa1ae8b9,Toys and Games Product 20,toys-and-games-product-20,A great Toys and Games product from Lumin.,04a586fb-05d6-43e7-8899-82be5e81b1f7,584f0bfe-f600-4cbc-9ff3-923419ba96ed,2491.867047596033,2026-01-01,2026-01-01
1a58c585-22b3-4f62-a27a-a211aa81cfb8,Toys and Games Product 21,toys-and-games-product-21,A great Toys and Games product from Apex Gear.,04a586fb-05d6-43e7-8899-82be5e81b1f7,6a33a8e0-b007-4bab-a5d8-fe7334e1571e,4003.893840344009,2026-01-01,2026-01-01
66f4483f-4482-4838-b680-507476c3ae6a,Books Product 22,books-product-22,A great Books product from Everyday Essentials.,167dd0df-3dc4-4f24-84ce-c8fd765905a4,2578be8c-af9e-4366-8e87-f6b6132a0d4d,2186.939464623517,2026-01-01,2026-01-01
2fea9f87-df78-4758-b702-c9a954d733b4,Sports and Outdoors Product 23,sports-and-outdoors-product-23,A great Sports and Outdoors product from Vitality.,7adad1e0-c8e3-4c6d-8d7d-81873cecb006,f87917e9-127f-403b-9e44-65092d81f281,1624.334195218594,2026-01-01,2026-01-01
95e03157-6983-49a3-a50f-7ab6cb493a16,Toys and Games Product 24,toys-and-games-product-24,A great Toys and Games product from Vitality.,04a586fb-05d6-43e7-8899-82be5e81b1f7,f87917e9-127f-403b-9e44-65092d81f281,7591.745518733998,2026-01-01,2026-01-01
00943c49-271b-4a8a-a940-b5b913a7a4d2,Electronics Product 25,electronics-product-25,A great Electronics product from Nova.,f1734bdc-1bd8-41d7-a347-608eff237041,1cdf4477-f1db-4444-ac52-cb34c06bdf98,9169.982611356876,2026-01-01,2026-01-01
9a712dc3-a9ec-4ab6-b011-7276ec2c49c2,Sports and Outdoors Product 26,sports-and-outdoors-product-26,A great Sports and Outdoors product from Craft & Co.,7adad1e0-c8e3-4c6d-8d7d-81873cecb006,278f3623-d35c-48bb-a43e-94635e8cef64,7318.778380647713,2026-01-01,2026-01-01
d47c6c4b-1105-4c3d-9b86-c66c41b000f8,Toys and Games Product 27,toys-and-games-product-27,A great Toys and Games product from Bright Home.,04a586fb-05d6-43e7-8899-82be5e81b1f7,bc8e5b81-224b-49b8-a9e0-617276d0601a,7250.952499550076,2026-01-01,2026-01-01
5ee8ec4a-85d7-4ecf-843f-32d240ee53fc,Groceries Product 28,groceries-product-28,A great Groceries product from Trendify.,a9f62412-ab4e-46a4-b908-215d900d4611,38fe5ff3-331d-49a1-afde-2111ae92f3a3,6616.291730937972,2026-01-01,2026-01-01
d39a64f4-bcdf-46ca-b36f-102400596313,Electronics Product 29,electronics-product-29,A great Electronics product from Vitality.,f1734bdc-1bd8-41d7-a347-608eff237041,f87917e9-127f-403b-9e44-65092d81f281,6472.154033976427,2026-01-01,2026-01-01
20f80577-fd4e-4d55-bcdc-0f9c9d339eae,Electronics Product 30,electronics-product-30,A great Electronics product from Peak Performance.,f1734bdc-1bd8-41d7-a347-608eff237041,28660588-c024-4d81-8d09-8bd42223f1a9,9668.13028822812,2026-01-01,2026-01-01
eae874c0-8178-4ca9-9289-ae6c2dc8256a,Beauty and Personal Care Product 31,beauty-and-personal-care-product-31,A great Beauty and Personal Care product from Apex Gear.,1c05029c-c897-4135-a7d0-cb3f9130bb3f,6a33a8e0-b007-4bab-a5d8-fe7334e1571e,2759.6211930113827,2026-01-01,2026-01-01
f1ff591f-7ddb-499d-b5bd-4787c71aab4f,Groceries Product 32,groceries-product-32,A great Groceries product from Bright Home.,a9f62412-ab4e-46a4-b908-215d900d4611,bc8e5b81-224b-49b8-a9e0-617276d0601a,7606.289005516707,2026-01-01,2026-01-01
b2e82e4b-f987-411e-8153-3783f3360725,Sports and Outdoors Product 33,sports-and-outdoors-product-33,A great Sports and Outdoors product from Craft & Co.,7adad1e0-c8e3-4c6d-8d7d-81873cecb006,278f3623-d35c-48bb-a43e-94635e8cef64,4012.6601568209785,2026-01-01,2026-01-01
35507b39-9717-4c15-9f6c-b4d9957b0312,Beauty and Personal Care Product 34,beauty-and-personal-care-product-34,A great Beauty and Personal Care product from Urban Edge.,1c05029c-c897-4135-a7d0-cb3f9130bb3f,d9473997-4972-49fa-afca-292f068b1c0d,3584.863223038106,2026-01-01,2026-01-01
0a9dee5f-dbe0-4bbe-bde8-911080efa65e,Beauty and Personal Care Product 35,beauty-and-personal-care-product-35,A great Beauty and Personal Care product from Trendify.,1c05029c-c897-4135-a7d0-cb3f9130bb3f,38fe5ff3-331d-49a1-afde-2111ae92f3a3,6328.28415205947,2026-01-01,2026-01-01
e54b6e57-24fd-46a2-b162-dd3c9e05f69d,Groceries Product 36,groceries-product-36,A great Groceries product from Craft & Co.,a9f62412-ab4e-46a4-b908-215d900d4611,278f3623-d35c-48bb-a43e-94635e8cef64,3220.535254201339,2026-01-01,2026-01-01
a86a73c3-24c9-4cfa-ad5f-dbd24d1944e4,Sports and Outdoors Product 37,sports-and-outdoors-product-37,A great Sports and Outdoors product from Pure Living.,7adad1e0-c8e3-4c6d-8d7d-81873cecb006,0709ae63-126c-48f5-bfd7-249e276cc1d0,3336.635500793546,2026-01-01,2026-01-01
45bc3ab1-ee5c-4fb2-87eb-06cb36db0f54,Electronics Product 38,electronics-product-38,A great Electronics product from Zenith.,f1734bdc-1bd8-41d7-a347-608eff237041,02664f5d-9fc8-4a73-ad4d-af0c636ac975,3456.4110098380584,2026-01-01,2026-01-01
4204352c-84da-4948-832c-bfc89c1a0b04,Toys and Games Product 39,toys-and-games-product-39,A great Toys and Games product from Urban Edge.,04a586fb-05d6-43e7-8899-82be5e81b1f7,d9473997-4972-49fa-afca-292f068b1c0d,6025.95264600231,2026-01-01,2026-01-01
f1c66e65-4ce3-4508-8b68-1de568406603,Clothing Product 40,clothing-product-40,A great Clothing product from Bright Home.,0c4c8110-d542-431d-87fd-89c15fb61e5b,bc8e5b81-224b-49b8-a9e0-617276d0601a,2802.8001120059225,2026-01-01,2026-01-01
975551b7-f58a-46cd-94c2-cade240ffcee,Groceries Product 41,groceries-product-41,A great Groceries product from Zenith.,a9f62412-ab4e-46a4-b908-215d900d4611,02664f5d-9fc8-4a73-ad4d-af0c636ac975,8627.358956091948,2026-01-01,2026-01-01
520bb482-a82a-44c6-b639-ec6dd8e5c8a1,Toys and Games Product 42,toys-and-games-product-42,A great Toys and Games product from Pure Living.,04a586fb-05d6-43e7-8899-82be5e81b1f7,0709ae63-126c-48f5-bfd7-249e276cc1d0,8168.580956475777,2026-01-01,2026-01-01
dd54c4be-7853-4b2d-a4f2-f03f09375037,Books Product 43,books-product-43,A great Books product from Peak Performance.,167dd0df-3dc4-4f24-84ce-c8fd765905a4,28660588-c024-4d81-8d09-8bd42223f1a9,9311.897869311388,2026-01-01,2026-01-01
eb8ec85a-31f8-423c-9380-9b46af4cc1ac,Electronics Product 44,electronics-product-44,A great Electronics product from Momentum.,f1734bdc-1bd8-41d7-a347-608eff237041,5ac558dd-7bb9-4a4b-bb5b-98235542daca,5494.169651064434,2026-01-01,2026-01-01
b07a7fc6-ba6d-479f-8dab-06f6ecbee5c0,Books Product 45,books-product-45,A great Books product from Pure Living.,167dd0df-3dc4-4f24-84ce-c8fd765905a4,0709ae63-126c-48f5-bfd7-249e276cc1d0,7203.998978013964,2026-01-01,2026-01-01
345fa3a7-bc2d-4975-8251-5886c1014822,Beauty and Personal Care Product 46,beauty-and-personal-care-product-46,A great Beauty and Personal Care product from Bright Home.,1c05029c-c897-4135-a7d0-cb3f9130bb3f,bc8e5b81-224b-49b8-a9e0-617276d0601a,9009.300214070852,2026-01-01,2026-01-01
eeec83f8-4e5f-405f-a991-b76a407bfd69,Home and Garden Product 47,home-and-garden-product-47,A great Home and Garden product from Peak Performance.,4f2cb014-abf4-42d6-93f8-f801ea7b1173,28660588-c024-4d81-8d09-8bd42223f1a9,6748.421031254481,2026-01-01,2026-01-01
aad52f52-1753-4a49-8f30-f0092c001fd6,Home and Garden Product 48,home-and-garden-product-48,A great Home and Garden product from Bright Home.,4f2cb014-abf4-42d6-93f8-f801ea7b1173,bc8e5b81-224b-49b8-a9e0-617276d0601a,3254.057125960477,2026-01-01,2026-01-01
16c3f099-9d15-4bbb-a674-dbc1b99a539c,Sports and Outdoors Product 49,sports-and-outdoors-product-49,A great Sports and Outdoors product from Vitality.,7adad1e0-c8e3-4c6d-8d7d-81873cecb006,f87917e9-127f-403b-9e44-65092d81f281,9183.82404060946,2026-01-01,2026-01-01
46c745a6-7ffa-4ab9-8b25-a422b8471eb4,Books Product 50,books-product-50,A great Books product from Urban Edge.,167dd0df-3dc4-4f24-84ce-c8fd765905a4,d9473997-4972-49fa-afca-292f068b1c0d,3275.579974017914,2026-01-01,2026-01-01
27a06506-ae52-4680-9d53-820396678d6a,Groceries Product 51,groceries-product-51,A great Groceries product from Urban Edge.,a9f62412-ab4e-46a4-b908-215d900d4611,d9473997-4972-49fa-afca-292f068b1c0d,9774.8776628595,2026-01-01,2026-01-01
afcb9500-de56-4be0-a2e5-2a9cd72a47a2,Beauty and Personal Care Product 52,beauty-and-personal-care-product-52,A great Beauty and Personal Care product from Trendify.,1c05029c-c897-4135-a7d0-cb3f9130bb3f,38fe5ff3-331d-49a1-afde-2111ae92f3a3,7359.4773436941105,2026-01-01,2026-01-01
087f7b8a-fc42-4e81-b1ba-27862251af37,Electronics Product 53,electronics-product-53,A great Electronics product from Trendify.,f1734bdc-1bd8-41d7-a347-608eff237041,38fe5ff3-331d-49a1-afde-2111ae92f3a3,2401.9043739099106,2026-01-01,2026-01-01
e112a0e7-ae41-497a-b6de-43742ac4ce58,Beauty and Personal Care Product 54,beauty-and-personal-care-product-54,A great Beauty and Personal Care product from Craft & Co.,1c05029c-c897-4135-a7d0-cb3f9130bb3f,278f3623-d35c-48bb-a43e-94635e8cef64,9756.373108784695,2026-01-01,2026-01-01
e0759a7c-8d03-4e14-8c8d-949eb4d10e77,Sports and Outdoors Product 55,sports-and-outdoors-product-55,A great Sports and Outdoors product from Peak Performance.,7adad1e0-c8e3-4c6d-8d7d-81873cecb006,28660588-c024-4d81-8d09-8bd42223f1a9,2325.3603198997425,2026-01-01,2026-01-01
7413d790-9b35-402b-a00a-8d523d39edbb,Sports and Outdoors Product 56,sports-and-outdoors-product-56,A great Sports and Outdoors product from Trendify.,7adad1e0-c8e3-4c6d-8d7d-81873cecb006,38fe5ff3-331d-49a1-afde-2111ae92f3a3,3041.1080691028433,2026-01-01,2026-01-01
46cf004e-e0b6-4e4c-96a5-6338556a8752,Clothing Product 57,clothing-product-57,A great Clothing product from Everyday Essentials.,0c4c8110-d542-431d-87fd-89c15fb61e5b,2578be8c-af9e-4366-8e87-f6b6132a0d4d,7943.2704726914835,2026-01-01,2026-01-01
2666a4a6-dce5-4f93-9340-bbde3208f6a6,Sports and Outdoors Product 58,sports-and-outdoors-product-58,A great Sports and Outdoors product from Craft & Co.,7adad1e0-c8e3-4c6d-8d7d-81873cecb006,278f3623-d35c-48bb-a43e-94635e8cef64,5023.700102026455,2026-01-01,2026-01-01
464be5e0-3c7f-4c2b-a86a-31b3d65f9710,Groceries Product 59,groceries-product-59,A great Groceries product from Bright Home.,a9f62412-ab4e-46a4-b908-215d900d4611,bc8e5b81-224b-49b8-a9e0-617276d0601a,3884.3067811008736,2026-01-01,2026-01-01
2dc5c41f-8a8f-4b07-af88-075f7cf962d7,Electronics Product 60,electronics-product-60,A great Electronics product from Pure Living.,f1734bdc-1bd8-41d7-a347-608eff237041,0709ae63-126c-48f5-bfd7-249e276cc1d0,9039.788052356555,2026-01-01,2026-01-01
45e6367f-29e4-48b0-a1db-58c23195d4e1,Electronics Product 61,electronics-product-61,A great Electronics product from Solstice.,f1734bdc-1bd8-41d7-a347-608eff237041,89ea2f17-c2ca-4fef-ae5a-6dd6957c69a1,2676.7228800751786,2026-01-01,2026-01-01
92439595-be95-4f8a-82b1-6c6d14f0ea13,Home and Garden Product 62,home-and-garden-product-62,A great Home and Garden product from Everyday Essentials.,4f2cb014-abf4-42d6-93f8-f801ea7b1173,2578be8c-af9e-4366-8e87-f6b6132a0d4d,6057.266639959849,2026-01-01,2026-01-01
c9322720-0c92-414f-b422-39e87766976a,Toys and Games Product 63,toys-and-games-product-63,A great Toys and Games product from Solstice.,04a586fb-05d6-43e7-8899-82be5e81b1f7,89ea2f17-c2ca-4fef-ae5a-6dd6957c69a1,9906.658968696924,2026-01-01,2026-01-01
7b431acc-d2a2-45b3-9ffc-0bcc1e393a7f,Home and Garden Product 64,home-and-garden-product-64,A great Home and Garden product from Peak Performance.,4f2cb014-abf4-42d6-93f8-f801ea7b1173,28660588-c024-4d81-8d09-8bd42223f1a9,5894.793357099414,2026-01-01,2026-01-01
e35d920b-6d0f-4fff-a3ca-8adc95fac1a4,Home and Garden Product 65,home-and-garden-product-65,A great Home and Garden product from Peak Performance.,4f2cb014-abf4-42d6-93f8-f801ea7b1173,28660588-c024-4d81-8d09-8bd42223f1a9,2187.06591417974,2026-01-01,2026-01-01
157b8932-f28d-44ac-91c9-cdc39525cbec,Home and Garden Product 66,home-and-garden-product-66,A great Home and Garden product from Nova.,4f2cb014-abf4-42d6-93f8-f801ea7b1173,1cdf4477-f1db-4444-ac52-cb34c06bdf98,9425.59794717524,2026-01-01,2026-01-01
800c9fca-ddff-4634-bcb8-4fb3a60b60ac,Books Product 67,books-product-67,A great Books product from Solstice.,167dd0df-3dc4-4f24-84ce-c8fd765905a4,89ea2f17-c2ca-4fef-ae5a-6dd6957c69a1,1558.4567236710384,2026-01-01,2026-01-01
b5e7d94f-3d7b-414b-b770-b47ae94189b5,Books Product 68,books-product-68,A great Books product from Urban Edge.,167dd0df-3dc4-4f24-84ce-c8fd765905a4,d9473997-4972-49fa-afca-292f068b1c0d,2982.53514334892,2026-01-01,2026-01-01
32d19478-689d-4df2-803d-c4f831c4ff59,Beauty and Personal Care Product 69,beauty-and-personal-care-product-69,A great Beauty and Personal Care product from Zenith.,1c05029c-c897-4135-a7d0-cb3f9130bb3f,02664f5d-9fc8-4a73-ad4d-af0c636ac975,4008.5805878113492,2026-01-01,2026-01-01
1046b91f-52f8-4f60-ba04-d50d9111e11e,Electronics Product 70,electronics-product-70,A great Electronics product from Everyday Essentials.,f1734bdc-1bd8-41d7-a347-608eff237041,2578be8c-af9e-4366-8e87-f6b6132a0d4d,7040.342589835719,2026-01-01,2026-01-01
114cc0c6-7381-4faf-9103-fd1efd8cee6c,Sports and Outdoors Product 71,sports-and-outdoors-product-71,A great Sports and Outdoors product from Craft & Co.,7adad1e0-c8e3-4c6d-8d7d-81873cecb006,278f3623-d35c-48bb-a43e-94635e8cef64,7499.305017817145,2026-01-01,2026-01-01
50180dac-2089-4ddd-afe1-d72e1485c762,Electronics Product 72,electronics-product-72,A great Electronics product from Solstice.,f1734bdc-1bd8-41d7-a347-608eff237041,89ea2f17-c2ca-4fef-ae5a-6dd6957c69a1,8531.4678574682,2026-01-01,2026-01-01
e88f757a-0979-4f66-a7d2-6a644f155c62,Groceries Product 73,groceries-product-73,A great Groceries product from Craft & Co.,a9f62412-ab4e-46a4-b908-215d900d4611,278f3623-d35c-48bb-a43e-94635e8cef64,8607.98961339996,2026-01-01,2026-01-01
e53779f4-b662-46c3-9b20-df936e09f29f,Home and Garden Product 74,home-and-garden-product-74,A great Home and Garden product from Trendify.,4f2cb014-abf4-42d6-93f8-f801ea7b1173,38fe5ff3-331d-49a1-afde-2111ae92f3a3,7469.609526476659,2026-01-01,2026-01-01
9bbed28e-8963-4bfb-a729-e2625c16e191,Clothing Product 75,clothing-product-75,A great Clothing product from Trendify.,0c4c8110-d542-431d-87fd-89c15fb61e5b,38fe5ff3-331d-49a1-afde-2111ae92f3a3,4907.8447430781325,2026-01-01,2026-01-01
f61c3a93-f4ea-4459-80c4-96fef990e29b,Toys and Games Product 76,toys-and-games-product-76,A great Toys and Games product from Trendify.,04a586fb-05d6-43e7-8899-82be5e81b1f7,38fe5ff3-331d-49a1-afde-2111ae92f3a3,8871.313846083302,2026-01-01,2026-01-01
c546e747-d15e-439e-a9a7-d7a52557c01f,Beauty and Personal Care Product 77,beauty-and-personal-care-product-77,A great Beauty and Personal Care product from Zenith.,1c05029c-c897-4135-a7d0-cb3f9130bb3f,02664f5d-9fc8-4a73-ad4d-af0c636ac975,2116.9411372885174,2026-01-01,2026-01-01
609815c4-30d9-436e-9f83-f0584f7746b6,Toys and Games Product 78,toys-and-games-product-78,A great Toys and Games product from Bright Home.,04a586fb-05d6-43e7-8899-82be5e81b1f7,bc8e5b81-224b-49b8-a9e0-617276d0601a,8585.923832868482,2026-01-01,2026-01-01
5ac1c9ec-b0ac-49df-bf28-fdb8d60600ed,Books Product 79,books-product-79,A great Books product from Trendify.,167dd0df-3dc4-4f24-84ce-c8fd765905a4,38fe5ff3-331d-49a1-afde-2111ae92f3a3,6039.081594257145,2026-01-01,2026-01-01
5a0bced5-14c5-4b16-8a9b-28a51dfb45c3,Sports and Outdoors Product 80,sports-and-outdoors-product-80,A great Sports and Outdoors product from Zenith.,7adad1e0-c8e3-4c6d-8d7d-81873cecb006,02664f5d-9fc8-4a73-ad4d-af0c636ac975,4306.340178523516,2026-01-01,2026-01-01
4209894f-0cd5-454e-b96f-cc8f11d8aac9,Home and Garden Product 81,home-and-garden-product-81,A great Home and Garden product from Urban Edge.,4f2cb014-abf4-42d6-93f8-f801ea7b1173,d9473997-4972-49fa-afca-292f068b1c0d,9139.09948571103,2026-01-01,2026-01-01
72866b00-efbb-4d1b-b05d-b57c386397aa,Electronics Product 82,electronics-product-82,A great Electronics product from Nova.,f1734bdc-1bd8-41d7-a347-608eff237041,1cdf4477-f1db-4444-ac52-cb34c06bdf98,4992.665935283064,2026-01-01,2026-01-01
82afbe3e-3818-487c-bbfa-d297bb3b2590,Sports and Outdoors Product 83,sports-and-outdoors-product-83,A great Sports and Outdoors product from Bright Home.,7adad1e0-c8e3-4c6d-8d7d-81873cecb006,bc8e5b81-224b-49b8-a9e0-617276d0601a,7529.767610658709,2026-01-01,2026-01-01
bf0c0b89-9afc-49ab-8d6e-bcc699233379,Toys and Games Product 84,toys-and-games-product-84,A great Toys and Games product from Peak Performance.,04a586fb-05d6-43e7-8899-82be5e81b1f7,28660588-c024-4d81-8d09-8bd42223f1a9,8891.578250340855,2026-01-01,2026-01-01
371eac23-0f25-43df-9b1f-000828134a14,Groceries Product 85,groceries-product-85,A great Groceries product from Lumin.,a9f62412-ab4e-46a4-b908-215d900d4611,584f0bfe-f600-4cbc-9ff3-923419ba96ed,4446.8804456267,2026-01-01,2026-01-01
5ab6928c-6648-435a-9126-435630304f55,Groceries Product 86,groceries-product-86,A great Groceries product from Peak Performance.,a9f62412-ab4e-46a4-b908-215d900d4611,28660588-c024-4d81-8d09-8bd42223f1a9,2417.912596306607,2026-01-01,2026-01-01
76676b51-be84-4c46-9f8c-1281d5485a9b,Clothing Product 87,clothing-product-87,A great Clothing product from Everyday Essentials.,0c4c8110-d542-431d-87fd-89c15fb61e5b,2578be8c-af9e-4366-8e87-f6b6132a0d4d,6895.514976512142,2026-01-01,2026-01-01
4d5d5322-3842-4040-abaf-5e6521d8cbf0,Books Product 88,books-product-88,A great Books product from Vitality.,167dd0df-3dc4-4f24-84ce-c8fd765905a4,f87917e9-127f-403b-9e44-65092d81f281,1720.7075954911832,2026-01-01,2026-01-01
bffb99a0-def6-44b6-a674-f3c9f23e5ba3,Home and Garden Product 89,home-and-garden-product-89,A great Home and Garden product from Bright Home.,4f2cb014-abf4-42d6-93f8-f801ea7b1173,bc8e5b81-224b-49b8-a9e0-617276d0601a,9254.376218659196,2026-01-01,2026-01-01
ac526a67-b454-4de3-b20d-9c2d5db7f995,Groceries Product 90,groceries-product-90,A great Groceries product from Bright Home.,a9f62412-ab4e-46a4-b908-215d900d4611,bc8e5b81-224b-49b8-a9e0-617276d0601a,5005.047385306193,2026-01-01,2026-01-01
9732e0d1-d1a6-4ff9-b9b3-0062f61223af,Books Product 91,books-product-91,A great Books product from Nova.,167dd0df-3dc4-4f24-84ce-c8fd765905a4,1cdf4477-f1db-4444-ac52-cb34c06bdf98,3949.809973810549,2026-01-01,2026-01-01
7ef803ff-fdaf-4ca3-bb27-d0c0a8c05578,Clothing Product 92,clothing-product-92,A great Clothing product from Apex Gear.,0c4c8110-d542-431d-87fd-89c15fb61e5b,6a33a8e0-b007-4bab-a5d8-fe7334e1571e,2871.8672023667577,2026-01-01,2026-01-01
03dfc515-bbac-417d-863d-ee14cf0aa11d,Books Product 93,books-product-93,A great Books product from Apex Gear.,167dd0df-3dc4-4f24-84ce-c8fd765905a4,6a33a8e0-b007-4bab-a5d8-fe7334e1571e,1616.1727146747469,2026-01-01,2026-01-01
73485c58-e069-44a7-95f2-ddbc9c87e994,Sports and Outdoors Product 94,sports-and-outdoors-product-94,A great Sports and Outdoors product from Urban Edge.,7adad1e0-c8e3-4c6d-8d7d-81873cecb006,d9473997-4972-49fa-afca-292f068b1c0d,5242.335717475637,2026-01-01,2026-01-01
a579db85-44df-4313-9e52-ae4d9e2c9455,Groceries Product 95,groceries-product-95,A great Groceries product from Pure Living.,a9f62412-ab4e-46a4-b908-215d900d4611,0709ae63-126c-48f5-bfd7-249e276cc1d0,8471.323045931867,2026-01-01,2026-01-01
3c434342-21d6-4828-9aa9-06636310f855,Books Product 96,books-product-96,A great Books product from Everyday Essentials.,167dd0df-3dc4-4f24-84ce-c8fd765905a4,2578be8c-af9e-4366-8e87-f6b6132a0d4d,5478.19435217003,2026-01-01,2026-01-01
1357fa5b-0645-4e70-ba3d-ccc00d7760b6,Toys and Games Product 97,toys-and-games-product-97,A great Toys and Games product from Zenith.,04a586fb-05d6-43e7-8899-82be5e81b1f7,02664f5d-9fc8-4a73-ad4d-af0c636ac975,1861.4284200634274,2026-01-01,2026-01-01
b5f03ca5-6166-4983-b053-5b2d4bab0e77,Clothing Product 98,clothing-product-98,A great Clothing product from Nova.,0c4c8110-d542-431d-87fd-89c15fb61e5b,1cdf4477-f1db-4444-ac52-cb34c06bdf98,8395.491646061142,2026-01-01,2026-01-01
