id,productId,date,unitsSold,revenue,avgPrice,viewCount,stockEndOfDay
fc2cde08-eecb-435b-9714-2e94dce544e2,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-06-23,2,0,2727.3173801369776,5,130
09bd2877-df6d-457e-99d7-9971a995e3c5,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-06-24,1,0,2727.3173801369776,2,44
9dc1e12b-8b45-4acc-a1b5-657be7b22922,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-06-25,6,0,2727.3173801369776,3,118
ed29181e-12ce-435d-a929-f54888e7e974,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-06-26,9,0,2727.3173801369776,4,143
5d6739c3-effb-4198-9edf-b9ef9a3fa465,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-06-27,4,0,2727.3173801369776,1,140
5f08f375-8552-4a7e-b644-069ffd41e7be,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-06-28,9,0,2727.3173801369776,2,73
5ad1a69b-e4fe-41af-8d4a-417e9faf9957,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-06-29,7,0,2727.3173801369776,1,106
4cc88e7f-63f0-4c29-82e5-ba94b0432560,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-01,6,0,2727.3173801369776,2,107
6eadefbf-5d24-45e9-bdd3-d23e4f36881b,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-02,3,0,2727.3173801369776,3,7
ec4ff5f8-46ea-49b9-bd21-9caac4f8b8c8,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-04,6,0,2727.3173801369776,1,162
8e91fd35-b73a-4f7b-b85c-3ed7ccc43f63,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-05,1,0,2727.3173801369776,1,26
e5f9248c-3caa-4e72-992f-e1c9e662b4e2,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-06,0,0,2727.3173801369776,2,122
bdfa63f5-3a6f-40ee-9b69-887ded82a1dd,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-07,5,0,2727.3173801369776,2,166
08c85a05-88e9-410f-90cd-d169e0bc0661,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-09,6,0,2727.3173801369776,1,150
72ded235-7a8c-485a-b69f-4a98eed99690,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-10,5,0,2727.3173801369776,2,142
650fee4a-6eea-4418-b6c9-186fde371f61,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-12,7,0,2727.3173801369776,1,181
a54a1545-fc20-4810-bf70-1b57c21e5633,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-13,1,0,2727.3173801369776,3,80
1b657686-609a-4a9a-ae6f-931f76711957,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-14,3,0,2727.3173801369776,1,45
66f72999-21c6-40eb-a844-2a7fba4cbdb4,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-15,3,0,2727.3173801369776,4,138
c892e2ed-db48-46f4-a5b3-3e49828e6c7e,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-16,7,0,2727.3173801369776,1,104
e150136d-6cd2-4c72-bc9b-e641fb576587,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-17,3,0,2727.3173801369776,3,13
bcbaeab2-d1db-41e8-a9f2-1628d147ffdc,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-19,5,0,2727.3173801369776,1,82
6cededd0-6764-4242-8613-ed348b6a040b,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-20,8,0,2727.3173801369776,8,25
6c06a92f-d805-4293-9cfc-d964edf6afee,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-21,7,0,2727.3173801369776,2,30
ec98bd96-0cdf-4589-9cd4-0dc7ed231a59,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-23,4,0,2727.3173801369776,3,178
906d3625-51c9-4550-b3ce-3969dbc2b9ac,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-24,9,0,2727.3173801369776,2,53
d733cb6d-5172-43b5-8cf0-336d505ae2d7,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-26,2,0,2727.3173801369776,1,85
10553de3-bde1-4ea9-917b-85e850cb4748,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-27,0,0,2727.3173801369776,4,141
c2676a03-54ef-4918-87ef-434b03974c5b,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-28,6,0,2727.3173801369776,1,160
c16878ac-b3a7-41b7-b841-59e9b671d5c9,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-29,2,0,2727.3173801369776,1,70
ce727641-3ac3-4b37-b69b-6988beec7c53,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-30,6,0,2727.3173801369776,2,150
6a7364e6-06e5-4a05-b848-b42b739bd2e6,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-07-31,8,0,2727.3173801369776,2,59
ac09004d-47f5-49a6-8ced-2990dd58b43d,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-08-01,9,0,2727.3173801369776,3,3
dbbe1bef-44a6-4361-abad-4e82cefff32b,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-08-02,1,0,2727.3173801369776,3,8
90db2010-9442-48fa-907e-d474208d348a,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-08-04,1,0,2727.3173801369776,1,141
7e16dee2-1b55-45f3-9207-ebd05b57ef49,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-08-06,5,0,2727.3173801369776,1,8
571a3fcc-015a-4b30-a125-89261e1d24ac,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-08-07,3,0,2727.3173801369776,2,164
2aa37025-5a79-4452-8074-f1e4f96c2230,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-08-09,3,0,2727.3173801369776,1,104
4002398b-1767-4053-a89e-f684828bd861,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-08-10,9,0,2727.3173801369776,2,158
0cee0e8e-56c9-4286-9429-ccd8b7023eb8,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-08-12,3,0,2727.3173801369776,2,59
16f940cc-6ea1-461b-8149-78afedc57d9c,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-08-13,1,0,2727.3173801369776,3,79
22461542-025b-43ec-8c2b-38848d633349,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-08-14,7,0,2727.3173801369776,3,80
08a4956d-a73c-4586-b79b-5261af3d981d,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-08-16,4,0,2727.3173801369776,2,168
4d67b1cd-c78d-44b0-a697-60e876b889e9,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-08-17,6,0,2727.3173801369776,3,78
1715253f-7f17-4299-a5a6-cc5b20c1f95a,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-08-18,4,0,2727.3173801369776,2,111
8ff3f101-5e39-41dd-8319-c38340205c80,0060db38-4fa7-4234-a724-05aecf4d76ec,2026-08-19,1,0,2727.3173801369776,1,6
fd2a3640-b02a-47fb-a58a-b3bb9fefdadc,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-05-22,0,0,9169.982611356876,3,92
b0659d4a-8ea6-4a82-a5d4-3bc1793b83ff,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-05-24,7,0,9169.982611356876,1,156
4bb37177-3af0-4a63-a32c-ff3e4551ff69,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-05-25,7,0,9169.982611356876,1,70
ecfb139a-94cc-4571-a08e-d4ac49c4ee1c,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-05-26,4,0,9169.982611356876,1,48
707ec14a-c27b-4eb0-b7ab-8ccf339851a1,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-05-27,2,0,9169.982611356876,4,53
a153f989-d275-4ee3-8b4f-a18046e247ee,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-05-28,8,0,9169.982611356876,3,195
21694add-fbb7-4ab7-96a4-22384ab124d9,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-05-29,8,0,9169.982611356876,1,90
71664941-6a9c-4c3d-8ce1-dadfd573c28b,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-01,6,0,9169.982611356876,1,90
e1037e85-7cfd-4090-a40c-a212782df8fe,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-02,7,0,9169.982611356876,1,71
7a3963e5-0fe6-4da6-8195-35c6cc94cd6d,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-03,1,0,9169.982611356876,4,173
cc387f7e-ed8d-438b-9f66-a0a6fce5432e,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-04,4,0,9169.982611356876,2,13
d11ae8ad-a7ec-417f-9cd5-a65bfaf76b58,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-05,5,0,9169.982611356876,1,189
326fbe6c-474a-4b68-bac3-96d6717d1a37,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-06,2,0,9169.982611356876,2,153
132971fe-1b58-424b-9919-9fd16ed3f485,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-07,5,0,9169.982611356876,1,196
c46a5d07-f2da-4b61-a242-1661338c8c11,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-08,2,0,9169.982611356876,1,8
7eb389f9-1574-4bcb-8bfb-371c1e587d6f,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-10,7,0,9169.982611356876,2,86
d92ea89b-059c-4095-8b50-2ef950b62f86,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-11,4,0,9169.982611356876,5,196
5a010821-5ff8-4824-a226-93225412fe27,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-12,5,0,9169.982611356876,2,52
2a43bd67-386b-438f-aeeb-e38d1d647f34,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-15,2,0,9169.982611356876,5,96
03ac34cd-6815-4271-acf0-bd186e7c28b8,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-16,6,0,9169.982611356876,1,195
1da8b814-41b6-4950-b82e-ddc7cff08c78,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-17,7,0,9169.982611356876,2,15
1eb8f7fa-4d0d-43dd-bac8-8465340836db,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-18,6,0,9169.982611356876,3,78
b685d297-84be-4faa-9aa7-94e8066ab4a6,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-19,9,0,9169.982611356876,1,121
61d4dad6-fa9c-45ab-8294-45406e8362d4,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-21,7,0,9169.982611356876,1,49
72a0c0d0-ed82-4cf9-b477-21ff87bcb9fd,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-22,4,0,9169.982611356876,1,96
8c4fb708-02f6-41e0-a255-982f1f87cf9a,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-23,1,0,9169.982611356876,2,193
990c7a95-152d-41ac-bfb2-0ce492ce7f22,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-24,5,0,9169.982611356876,3,161
30e33682-fc30-40da-b171-dd8315fce992,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-26,4,0,9169.982611356876,1,177
d1574869-2ad1-49bf-839c-9a323b2b1603,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-27,8,0,9169.982611356876,4,160
8ffe94b3-2cca-4d4a-9970-ca3ef029a290,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-28,9,0,9169.982611356876,1,2
559fbc49-9359-460a-80c8-f23422f02501,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-29,7,0,9169.982611356876,3,87
d8c8f4be-4cac-4dbc-b986-1038f4de96c4,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-06-30,1,0,9169.982611356876,3,5
49ea6a3b-a356-43ad-9e80-87bd403efe8b,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-01,6,0,9169.982611356876,3,170
3c0ddf4b-4b9e-4426-9593-c32d755eb875,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-02,8,0,9169.982611356876,2,44
04164348-383a-4ce9-9e4d-f290c47e4ab1,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-03,6,0,9169.982611356876,1,151
483e6477-48a6-4590-908c-7761ebcb1d0b,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-05,1,0,9169.982611356876,1,181
f1ded266-f255-4fc2-ade8-49b14f23ac5a,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-06,6,0,9169.982611356876,1,90
bf57a031-bd88-478c-83bf-3c63b3fd1642,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-07,8,0,9169.982611356876,1,194
2fc006b3-747d-4966-a6e6-aeb7ae9df7d4,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-08,5,0,9169.982611356876,2,164
6bb0b150-7296-4745-accd-7591adebb205,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-11,0,0,9169.982611356876,1,57
c361f1bc-c499-4fcf-8ec3-8252c5c6d3e2,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-12,7,0,9169.982611356876,1,183
b3eb076c-f8f5-42db-9384-47d5834b7251,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-13,2,0,9169.982611356876,3,51
19a655d5-3a94-4d33-bbbc-0a9960599fa2,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-14,3,0,9169.982611356876,1,25
6f3aa9a9-7b78-4fca-ba48-60758505d11b,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-15,3,0,9169.982611356876,1,83
ecd779a1-3206-44cc-982c-cdf1e61e4509,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-17,5,0,9169.982611356876,2,114
ef474be1-c209-4e21-9026-5262820229c1,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-19,8,0,9169.982611356876,1,37
81116d67-4d3b-4279-aec6-a92fb45890e0,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-20,9,0,9169.982611356876,3,142
5bae9930-e93e-426c-97c4-2c35567604bc,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-21,7,0,9169.982611356876,2,104
6a6d118a-0d4a-4e93-bea6-2c333035d4b7,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-22,4,0,9169.982611356876,1,163
1b318192-1a15-4a56-87aa-3a8a2757c47e,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-23,3,0,9169.982611356876,3,164
d2bb5ccf-89e2-41b9-bae6-35689c2a0bc9,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-24,8,0,9169.982611356876,1,81
6464fdcf-9040-4fd5-884b-e1dc905b35a3,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-25,3,0,9169.982611356876,2,193
96932b5a-70b6-4988-8a24-fd05b63768a6,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-28,0,0,9169.982611356876,2,64
c7d439c5-24c0-4ce1-bfc2-52c77eeda5b3,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-29,9,0,9169.982611356876,2,17
1f0b4bd1-aa5b-4f76-9c65-c5eff616460a,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-30,9,0,9169.982611356876,1,62
4fe57474-bd8c-4021-a8ce-c383d25aaa20,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-07-31,3,0,9169.982611356876,1,23
d4987f1a-c5c5-46b4-a699-7b5f00c07b87,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-08-01,8,0,9169.982611356876,2,96
f55fc152-a7d5-4e18-b3f1-54b26a722afd,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-08-02,9,0,9169.982611356876,1,97
0b531cb9-ab0f-49ad-97f0-b9db3a5bb1a0,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-08-03,9,0,9169.982611356876,1,106
e853cc01-d61d-464e-937a-23ea28362f80,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-08-04,6,0,9169.982611356876,2,66
d3bc34d8-f27f-49ed-b58d-2a0b9c508447,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-08-05,8,0,9169.982611356876,1,120
e921b5e6-49d4-413e-9be7-bacd97504216,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-08-06,1,0,9169.982611356876,3,34
96e13a51-5b94-41d7-aef5-5e25f1abe5b7,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-08-08,4,0,9169.982611356876,1,109
efbb19b5-1728-4d0e-9ecf-01c6cd3acd31,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-08-09,8,0,9169.982611356876,2,115
0e3742aa-65b0-4ecc-a3de-16aa80a2010b,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-08-10,1,0,9169.982611356876,1,111
78f493dc-0f68-4a1f-99ef-575500cd4156,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-08-11,5,0,9169.982611356876,1,104
0743802e-bc4e-414b-a5b2-dd628beb6974,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-08-12,9,0,9169.982611356876,2,55
bdbf7dfb-843a-41d3-8fd6-f868f081050d,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-08-13,9,0,9169.982611356876,3,147
a08af4ff-513b-445e-b9b3-f2ebcba04204,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-08-14,2,0,9169.982611356876,3,10
6cce8c00-2ea2-4fa0-bdba-349306f5b795,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-08-15,6,0,9169.982611356876,2,183
6fc4b3bd-214c-404b-92e7-b3830cf94248,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-08-16,7,0,9169.982611356876,2,187
bfe8f858-5c6e-452f-97db-aeda2f2b6398,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-08-17,5,0,9169.982611356876,1,22
fb72528b-33f6-4fe9-9d62-11c92434678d,00943c49-271b-4a8a-a940-b5b913a7a4d2,2026-08-19,3,0,9169.982611356876,3,134
05fafc3c-114a-4dc8-b4a2-751ef3aa1f20,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-05-22,2,0,1616.1727146747469,1,56
f0f243aa-358e-4e43-a28d-22b87deb88f6,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-05-23,9,0,1616.1727146747469,3,72
6431342c-e282-4fac-af9b-f07c72d9c3a6,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-05-24,4,0,1616.1727146747469,4,38
76d54237-9ce5-4ced-a79e-a27b44a90bfb,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-05-25,1,0,1616.1727146747469,2,95
0526d9dd-ecb3-4aed-a6e4-aa1d910b32fc,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-05-26,2,0,1616.1727146747469,2,178
a552bce7-05ca-4ddf-a0db-e26077260a72,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-05-27,3,0,1616.1727146747469,2,61
8fbe5b3f-286a-4ae3-9cf5-0dbde670fd65,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-05-28,2,0,1616.1727146747469,1,161
c8c6632f-c404-42fb-b647-f0a996fa6c4a,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-05-30,2,0,1616.1727146747469,1,120
0753f517-5566-4f4f-9a3f-38f63d699146,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-05-31,9,0,1616.1727146747469,1,117
ebf63101-62f6-4f12-af02-1a2a2576cbc0,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-01,1,0,1616.1727146747469,2,97
889651fa-872e-4214-96ff-a6ca1a62be42,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-02,3,0,1616.1727146747469,1,46
b0263cc8-05d0-40b3-9cc0-5d02fd8c0478,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-03,9,0,1616.1727146747469,1,86
04827f0f-f957-45ec-bf89-9494d6bf494a,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-04,4,0,1616.1727146747469,1,104
ef24f74b-53db-4ab9-bcff-68c846120a62,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-05,7,0,1616.1727146747469,4,134
fafe904b-b551-4ee2-a485-cd5b5bb6029c,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-06,5,0,1616.1727146747469,4,25
5607df69-a05a-4225-8c94-f798371c6848,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-07,5,0,1616.1727146747469,2,103
5391b890-0bb5-4e9a-9697-f9ef935edce1,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-08,3,0,1616.1727146747469,3,142
4a525cc3-75b6-4844-8ea0-3c217f4f8a53,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-09,3,0,1616.1727146747469,3,111
7c0f10f3-b3b0-4d5c-89fa-da7ac4e1b7ce,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-10,1,0,1616.1727146747469,2,9
7d48be0f-3787-4876-8638-684a663d98fd,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-11,6,0,1616.1727146747469,3,174
524d0ae1-33fe-4373-98ee-e0c3929f1d58,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-12,7,0,1616.1727146747469,1,111
b7be0de8-240e-4747-8e47-30c1eac3e6b1,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-13,6,0,1616.1727146747469,1,38
cb3043be-e834-4a22-b670-df8eeecb2186,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-14,4,0,1616.1727146747469,3,50
2f25539c-c62c-4363-8e6d-e0a1b29e4b94,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-15,5,0,1616.1727146747469,2,140
f01e2a5e-c632-4309-b111-bc5344044d0c,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-16,3,0,1616.1727146747469,4,95
e9930607-ed6c-4e38-a9bc-f02af08787c5,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-18,0,0,1616.1727146747469,1,133
024dd855-d68f-48e9-b905-5a0e0a60a132,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-19,7,0,1616.1727146747469,1,157
728ed712-0de6-48ab-a1c7-95ce62730f4c,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-20,3,0,1616.1727146747469,1,177
3beb8c9c-e67b-4202-8708-beb05e22738f,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-21,0,0,1616.1727146747469,1,112
3171943d-58eb-46b2-a15b-f3c82a24de44,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-22,4,0,1616.1727146747469,2,98
b41708e5-508b-43a0-8cfb-5a33df4c8f3b,03dfc515-bbac-417d-863d-ee14cf0aa11d,2026-06-23,6,0,1616.1727146747469,1,6
